Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Day
11765,2021-02-16,8:00 AM,Puducherry,-,-,38574,658,39468,383
11766,2021-02-16,8:00 AM,Punjab,-,-,168456,5707,176520,383
11767,2021-02-16,8:00 AM,Rajasthan,-,-,314859,2781,319005,383
11768,2021-02-16,8:00 AM,Sikkim,-,-,5929,135,6118,383
11769,2021-02-16,8:00 AM,Tamil Nadu,-,-,828918,12425,845575,383
11770,2021-02-16,8:00 AM,Telengana,-,-,293540,1619,296802,383
11771,2021-02-16,8:00 AM,Tripura,-,-,32960,391,33353,383
11772,2021-02-16,8:00 AM,Uttarakhand,-,-,94572,1680,96867,383
11773,2021-02-16,8:00 AM,Uttar Pradesh,-,-,590570,8704,602248,383
11774,2021-02-16,8:00 AM,West Bengal,-,-,558535,10233,572728,383
11775,2021-02-17,8:00 AM,Andhra Pradesh,-,-,881181,7163,888959,384
11776,2021-02-17,8:00 AM,Andaman and Nicobar Islands,-,-,4943,62,5013,384
11777,2021-02-17,8:00 AM,Arunachal Pradesh,-,-,16774,56,16833,384
11778,2021-02-17,8:00 AM,Assam,-,-,214615,1089,217309,384
11779,2021-02-17,8:00 AM,Bihar,-,-,259748,1528,261841,384
11780,2021-02-17,8:00 AM,Chandigarh,-,-,20813,347,21293,384
11781,2021-02-17,8:00 AM,Chhattisgarh,-,-,302935,3783,309623,384
11782,2021-02-17,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3400,384
11783,2021-02-17,8:00 AM,Delhi,-,-,625268,10894,637181,384
11784,2021-02-17,8:00 AM,Goa,-,-,53035,784,54323,384
11785,2021-02-17,8:00 AM,Gujarat,-,-,259655,4402,265756,384
11786,2021-02-17,8:00 AM,Haryana,-,-,265381,3040,269240,384
11787,2021-02-17,8:00 AM,Himachal Pradesh,-,-,56898,994,58262,384
11788,2021-02-17,8:00 AM,Jammu and Kashmir,-,-,122883,1951,125463,384
11789,2021-02-17,8:00 AM,Jharkhand,-,-,117850,1084,119394,384
11790,2021-02-17,8:00 AM,Karnataka,-,-,927924,12273,946076,384
11791,2021-02-17,8:00 AM,Kerala,-,-,946910,4016,1011956,384
11792,2021-02-17,8:00 AM,Lakshadweep,-,-,158,0,251,384
11793,2021-02-17,8:00 AM,Ladakh,-,-,9601,130,9779,384
11794,2021-02-17,8:00 AM,Madhya Pradesh,-,-,252385,3841,258082,384
11795,2021-02-17,8:00 AM,Maharashtra,-,-,1981408,51591,2071306,384
11796,2021-02-17,8:00 AM,Manipur,-,-,28757,373,29213,384
11797,2021-02-17,8:00 AM,Meghalaya,-,-,13696,148,13944,384
11798,2021-02-17,8:00 AM,Mizoram,-,-,4368,10,4396,384
11799,2021-02-17,8:00 AM,Nagaland,-,-,12059,90,12190,384
11800,2021-02-17,8:00 AM,Odisha,-,-,333700,1912,336322,384
11801,2021-02-17,8:00 AM,Puducherry,-,-,38617,658,39488,384
11802,2021-02-17,8:00 AM,Punjab,-,-,168654,5712,176767,384
11803,2021-02-17,8:00 AM,Rajasthan,-,-,315027,2781,319065,384
11804,2021-02-17,8:00 AM,Sikkim,-,-,5930,135,6121,384
11805,2021-02-17,8:00 AM,Tamil Nadu,-,-,829388,12432,846026,384
11806,2021-02-17,8:00 AM,Telengana,-,-,293690,1620,296950,384
11807,2021-02-17,8:00 AM,Tripura,-,-,32960,391,33355,384
11808,2021-02-17,8:00 AM,Uttarakhand,-,-,94674,1682,96920,384
11809,2021-02-17,8:00 AM,Uttar Pradesh,-,-,590787,8704,602344,384
11810,2021-02-17,8:00 AM,West Bengal,-,-,558790,10235,572879,384
11811,2021-02-18,8:00 AM,Andhra Pradesh,-,-,881238,7165,889010,385
11812,2021-02-18,8:00 AM,Andaman and Nicobar Islands,-,-,4944,62,5014,385
11813,2021-02-18,8:00 AM,Arunachal Pradesh,-,-,16774,56,16833,385
11814,2021-02-18,8:00 AM,Assam,-,-,214628,1090,217330,385
11815,2021-02-18,8:00 AM,Bihar,-,-,259830,1529,261879,385
11816,2021-02-18,8:00 AM,Chandigarh,-,-,20832,348,21322,385
11817,2021-02-18,8:00 AM,Chhattisgarh,-,-,303137,3788,309934,385
11818,2021-02-18,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402,385
11819,2021-02-18,8:00 AM,Delhi,-,-,625343,10894,637315,385
11820,2021-02-18,8:00 AM,Goa,-,-,53074,786,54369,385
11821,2021-02-18,8:00 AM,Gujarat,-,-,259928,4403,266034,385
11822,2021-02-18,8:00 AM,Haryana,-,-,265455,3041,269322,385
11823,2021-02-18,8:00 AM,Himachal Pradesh,-,-,56948,994,58296,385
11824,2021-02-18,8:00 AM,Jammu and Kashmir,-,-,122939,1951,125547,385
11825,2021-02-18,8:00 AM,Jharkhand,-,-,117889,1084,119439,385
11826,2021-02-18,8:00 AM,Karnataka,-,-,928461,12276,946454,385
11827,2021-02-18,8:00 AM,Kerala,-,-,951742,4032,1016848,385
11828,2021-02-18,8:00 AM,Lakshadweep,-,-,164,0,261,385
11829,2021-02-18,8:00 AM,Ladakh,-,-,9604,130,9782,385
11830,2021-02-18,8:00 AM,Madhya Pradesh,-,-,252628,3842,258333,385
11831,2021-02-18,8:00 AM,Maharashtra,-,-,1985261,51631,2076093,385
11832,2021-02-18,8:00 AM,Manipur,-,-,28759,373,29223,385
11833,2021-02-18,8:00 AM,Meghalaya,-,-,13719,148,13945,385
11834,2021-02-18,8:00 AM,Mizoram,-,-,4369,10,4399,385
11835,2021-02-18,8:00 AM,Nagaland,-,-,12064,90,12190,385
11836,2021-02-18,8:00 AM,Odisha,-,-,333788,1912,336397,385
11837,2021-02-18,8:00 AM,Puducherry,-,-,38644,660,39506,385
11838,2021-02-18,8:00 AM,Punjab,-,-,168833,5722,171379,385
11839,2021-02-18,8:00 AM,Rajasthan,-,-,315135,2782,319166,385
11840,2021-02-18,8:00 AM,Sikkim,-,-,5932,135,6121,385
11841,2021-02-18,8:00 AM,Tamil Nadu,-,-,829850,12438,846480,385
11842,2021-02-18,8:00 AM,Telengana,-,-,293791,1622,297113,385
11843,2021-02-18,8:00 AM,Tripura,-,-,32961,391,33357,385
11844,2021-02-18,8:00 AM,Uttarakhand,-,-,94733,1683,96964,385
11845,2021-02-18,8:00 AM,Uttar Pradesh,-,-,591013,8707,602410,385
11846,2021-02-18,8:00 AM,West Bengal,-,-,559039,10237,573012,385
11847,2021-02-19,8:00 AM,Andhra Pradesh,-,-,881292,7166,889077,386
11848,2021-02-19,8:00 AM,Andaman and Nicobar Islands,-,-,4944,62,5014,386
11849,2021-02-19,8:00 AM,Arunachal Pradesh,-,-,16775,56,16836,386
11850,2021-02-19,8:00 AM,Assam,-,-,214639,1091,217344,386
11851,2021-02-19,8:00 AM,Bihar,-,-,259898,1531,261942,386
11852,2021-02-19,8:00 AM,Chandigarh,-,-,20854,348,21352,386
11853,2021-02-19,8:00 AM,Chhattisgarh,-,-,303415,3790,310210,386
11854,2021-02-19,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402,386
11855,2021-02-19,8:00 AM,Delhi,-,-,625496,10896,637445,386
11856,2021-02-19,8:00 AM,Goa,-,-,53125,786,54421,386
11857,2021-02-19,8:00 AM,Gujarat,-,-,260198,4403,266297,386
11858,2021-02-19,8:00 AM,Haryana,-,-,265549,3042,269405,386
11859,2021-02-19,8:00 AM,Himachal Pradesh,-,-,57017,994,58312,386
11860,2021-02-19,8:00 AM,Jammu and Kashmir,-,-,122992,1954,125634,386
11861,2021-02-19,8:00 AM,Jharkhand,-,-,117926,1084,119477,386
11862,2021-02-19,8:00 AM,Karnataka,-,-,928767,12282,946860,386
11863,2021-02-19,8:00 AM,Kerala,-,-,956935,4046,1021432,386
11864,2021-02-19,8:00 AM,Lakshadweep,-,-,167,0,263,386
11865,2021-02-19,8:00 AM,Ladakh,-,-,9605,130,9783,386
11866,2021-02-19,8:00 AM,Madhya Pradesh,-,-,252821,3844,258574,386
11867,2021-02-19,8:00 AM,Maharashtra,-,-,1987804,51669,2081520,386
11868,2021-02-19,8:00 AM,Manipur,-,-,28769,373,29225,386
11869,2021-02-19,8:00 AM,Meghalaya,-,-,13743,148,13946,386
11870,2021-02-19,8:00 AM,Mizoram,-,-,4372,10,4405,386
11871,2021-02-19,8:00 AM,Nagaland,-,-,12071,91,12191,386
11872,2021-02-19,8:00 AM,Odisha,-,-,333888,1913,336460,386
11873,2021-02-19,8:00 AM,Puducherry,-,-,38667,660,39526,386
11874,2021-02-19,8:00 AM,Punjab,-,-,169002,5732,177376,386
11875,2021-02-19,8:00 AM,Rajasthan,-,-,315212,2783,319270,386
11876,2021-02-19,8:00 AM,Sikkim,-,-,5933,135,6126,386
11877,2021-02-19,8:00 AM,Tamil Nadu,-,-,830320,12444,846937,386
11878,2021-02-19,8:00 AM,Telengana,-,-,293940,1623,297278,386
11879,2021-02-19,8:00 AM,Tripura,-,-,32961,391,33366,386
11880,2021-02-19,8:00 AM,Uttarakhand,-,-,94772,1684,97005,386
11881,2021-02-19,8:00 AM,Uttar Pradesh,-,-,591194,8709,602490,386
11882,2021-02-19,8:00 AM,West Bengal,-,-,559282,10239,573193,386
11883,2021-02-20,8:00 AM,Andhra Pradesh,-,-,881369,7167,889156,387
11884,2021-02-20,8:00 AM,Andaman and Nicobar Islands,-,-,4948,62,5014,387
11885,2021-02-20,8:00 AM,Arunachal Pradesh,-,-,16775,56,16836,387
11886,2021-02-20,8:00 AM,Assam,-,-,214658,1091,217367,387
11887,2021-02-20,8:00 AM,Bihar,-,-,259973,1532,262009,387
11888,2021-02-20,8:00 AM,Chandigarh,-,-,20867,348,21371,387
11889,2021-02-20,8:00 AM,Chhattisgarh,-,-,303637,3793,310469,387
11890,2021-02-20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402,387
11891,2021-02-20,8:00 AM,Delhi,-,-,625653,10897,637603,387
11892,2021-02-20,8:00 AM,Goa,-,-,53181,787,54466,387
11893,2021-02-20,8:00 AM,Gujarat,-,-,260475,4404,266563,387
11894,2021-02-20,8:00 AM,Haryana,-,-,265643,3042,269498,387
11895,2021-02-20,8:00 AM,Himachal Pradesh,-,-,57052,994,58344,387
11896,2021-02-20,8:00 AM,Jammu and Kashmir,-,-,123059,1954,125715,387
11897,2021-02-20,8:00 AM,Jharkhand,-,-,117977,1084,119528,387
11898,2021-02-20,8:00 AM,Karnataka,-,-,929058,12287,947246,387
11899,2021-02-20,8:00 AM,Kerala,-,-,961789,4061,1025937,387
11900,2021-02-20,8:00 AM,Lakshadweep,-,-,181,0,272,387
11901,2021-02-20,8:00 AM,Ladakh,-,-,9614,130,9785,387
11902,2021-02-20,8:00 AM,Madhya Pradesh,-,-,253071,3846,258871,387
11903,2021-02-20,8:00 AM,Maharashtra,-,-,1989963,51713,2087632,387
11904,2021-02-20,8:00 AM,Manipur,-,-,28772,373,29230,387
11905,2021-02-20,8:00 AM,Meghalaya,-,-,13765,148,13951,387
11906,2021-02-20,8:00 AM,Mizoram,-,-,4373,10,4407,387
11907,2021-02-20,8:00 AM,Nagaland,-,-,12080,91,12191,387
11908,2021-02-20,8:00 AM,Odisha,-,-,333980,1914,336513,387
11909,2021-02-20,8:00 AM,Puducherry,-,-,38701,662,39540,387
11910,2021-02-20,8:00 AM,Punjab,-,-,169216,5740,177759,387
11911,2021-02-20,8:00 AM,Rajasthan,-,-,315310,2784,319363,387
11912,2021-02-20,8:00 AM,Sikkim,-,-,5938,135,6127,387
11913,2021-02-20,8:00 AM,Tamil Nadu,-,-,830787,12451,847385,387
11914,2021-02-20,8:00 AM,Telengana,-,-,294097,1623,297435,387
11915,2021-02-20,8:00 AM,Tripura,-,-,32961,391,33392,387
11916,2021-02-20,8:00 AM,Uttarakhand,-,-,94850,1686,97031,387
11917,2021-02-20,8:00 AM,Uttar Pradesh,-,-,591359,8712,602592,387
11918,2021-02-20,8:00 AM,West Bengal,-,-,559520,10242,573387,387
11919,2021-02-21,8:00 AM,Andhra Pradesh,-,-,881439,7167,889210,388
11920,2021-02-21,8:00 AM,Andaman and Nicobar Islands,-,-,4949,62,5014,388
11921,2021-02-21,8:00 AM,Arunachal Pradesh,-,-,16775,56,16836,388
11922,2021-02-21,8:00 AM,Assam,-,-,214676,1091,217383,388
11923,2021-02-21,8:00 AM,Bihar,-,-,260030,1534,262066,388
11924,2021-02-21,8:00 AM,Chandigarh,-,-,20879,349,21397,388
11925,2021-02-21,8:00 AM,Chhattisgarh,-,-,303835,3795,310732,388
11926,2021-02-21,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402,388
11927,2021-02-21,8:00 AM,Delhi,-,-,625832,10898,637755,388
11928,2021-02-21,8:00 AM,Goa,-,-,53243,787,54523,388
11929,2021-02-21,8:00 AM,Gujarat,-,-,260745,4404,266821,388
11930,2021-02-21,8:00 AM,Haryana,-,-,265751,3042,269609,388
11931,2021-02-21,8:00 AM,Himachal Pradesh,-,-,57120,994,58366,388
11932,2021-02-21,8:00 AM,Jammu and Kashmir,-,-,123129,1954,125783,388
11933,2021-02-21,8:00 AM,Jharkhand,-,-,118022,1084,119565,388
11934,2021-02-21,8:00 AM,Karnataka,-,-,929447,12292,947736,388
11935,2021-02-21,8:00 AM,Kerala,-,-,967630,4074,1030587,388
11936,2021-02-21,8:00 AM,Lakshadweep,-,-,192,0,277,388
11937,2021-02-21,8:00 AM,Ladakh,-,-,9616,130,9786,388
11938,2021-02-21,8:00 AM,Madhya Pradesh,-,-,253284,3850,259128,388
11939,2021-02-21,8:00 AM,Maharashtra,-,-,1992530,51753,2093913,388
11940,2021-02-21,8:00 AM,Manipur,-,-,28776,373,29233,388
11941,2021-02-21,8:00 AM,Meghalaya,-,-,13778,148,13952,388
11942,2021-02-21,8:00 AM,Mizoram,-,-,4377,10,4409,388
11943,2021-02-21,8:00 AM,Nagaland,-,-,12082,91,12191,388
11944,2021-02-21,8:00 AM,Odisha,-,-,334053,1914,336578,388
11945,2021-02-21,8:00 AM,Puducherry,-,-,38719,662,39569,388
11946,2021-02-21,8:00 AM,Punjab,-,-,169480,5748,178111,388
11947,2021-02-21,8:00 AM,Rajasthan,-,-,315376,2785,319461,388
11948,2021-02-21,8:00 AM,Sikkim,-,-,5940,135,6128,388
11949,2021-02-21,8:00 AM,Tamil Nadu,-,-,831246,12457,847823,388
11950,2021-02-21,8:00 AM,Telengana,-,-,294243,1624,297598,388
11951,2021-02-21,8:00 AM,Tripura,-,-,32961,391,33393,388
11952,2021-02-21,8:00 AM,Uttarakhand,-,-,94850,1686,97031,388
11953,2021-02-21,8:00 AM,Uttar Pradesh,-,-,591559,8714,602705,388
11954,2021-02-21,8:00 AM,West Bengal,-,-,559755,10246,573580,388
11955,2021-02-22,8:00 AM,Andhra Pradesh,-,-,881511,7167,889298,389
11956,2021-02-22,8:00 AM,Andaman and Nicobar Islands,-,-,4949,62,5014,389
11957,2021-02-22,8:00 AM,Arunachal Pradesh,-,-,16775,56,16836,389
11958,2021-02-22,8:00 AM,Assam,-,-,214694,1091,217392,389
11959,2021-02-22,8:00 AM,Bihar,-,-,260088,1535,262160,389
11960,2021-02-22,8:00 AM,Chandigarh,-,-,20890,349,21425,389
11961,2021-02-22,8:00 AM,Chhattisgarh,-,-,303973,3800,310885,389
11962,2021-02-22,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402,389
11963,2021-02-22,8:00 AM,Delhi,-,-,625929,10900,637900,389
11964,2021-02-22,8:00 AM,Goa,-,-,53287,787,54562,389
11965,2021-02-22,8:00 AM,Gujarat,-,-,261009,4405,267104,389
11966,2021-02-22,8:00 AM,Haryana,-,-,265827,3042,269730,389
11967,2021-02-22,8:00 AM,Himachal Pradesh,-,-,57156,995,58385,389
11968,2021-02-22,8:00 AM,Jammu and Kashmir,-,-,123192,1954,125867,389
11969,2021-02-22,8:00 AM,Jharkhand,-,-,118058,1085,119596,389
11970,2021-02-22,8:00 AM,Karnataka,-,-,929800,12294,948149,389
11971,2021-02-22,8:00 AM,Kerala,-,-,971975,4089,1034657,389
11972,2021-02-22,8:00 AM,Lakshadweep,-,-,204,0,280,389
11973,2021-02-22,8:00 AM,Ladakh,-,-,9617,130,9786,389
11974,2021-02-22,8:00 AM,Madhya Pradesh,-,-,253522,3854,259427,389
11975,2021-02-22,8:00 AM,Maharashtra,-,-,1994947,51788,2100884,389
11976,2021-02-22,8:00 AM,Manipur,-,-,28784,373,29237,389
11977,2021-02-22,8:00 AM,Meghalaya,-,-,13782,148,13952,389
11978,2021-02-22,8:00 AM,Mizoram,-,-,4377,10,4409,389
11979,2021-02-22,8:00 AM,Nagaland,-,-,12088,91,12192,389
11980,2021-02-22,8:00 AM,Odisha,-,-,334107,1914,336636,389
11981,2021-02-22,8:00 AM,Puducherry,-,-,38737,663,39592,389
11982,2021-02-22,8:00 AM,Punjab,-,-,169686,5754,178459,389
11983,2021-02-22,8:00 AM,Rajasthan,-,-,315513,2785,319543,389
11984,2021-02-22,8:00 AM,Sikkim,-,-,5945,135,6132,389
11985,2021-02-22,8:00 AM,Tamil Nadu,-,-,831706,12460,848275,389
11986,2021-02-22,8:00 AM,Telengana,-,-,294386,1625,297712,389
11987,2021-02-22,8:00 AM,Tripura,-,-,32962,391,33394,389
11988,2021-02-22,8:00 AM,Uttarakhand,-,-,94850,1687,97031,389
11989,2021-02-22,8:00 AM,Uttar Pradesh,-,-,591700,8715,602785,389
11990,2021-02-22,8:00 AM,West Bengal,-,-,559988,10249,573762,389
11991,2021-02-23,8:00 AM,Andhra Pradesh,-,-,881582,7167,889339,390
11992,2021-02-23,8:00 AM,Andaman and Nicobar Islands,-,-,4949,62,5015,390
11993,2021-02-23,8:00 AM,Arunachal Pradesh,-,-,16775,56,16836,390
11994,2021-02-23,8:00 AM,Assam,-,-,214712,1091,217406,390
11995,2021-02-23,8:00 AM,Bihar,-,-,260147,1536,262244,390
11996,2021-02-23,8:00 AM,Chandigarh,-,-,20908,350,21463,390
11997,2021-02-23,8:00 AM,Chhattisgarh,-,-,304355,3806,311159,390
11998,2021-02-23,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402,390
11999,2021-02-23,8:00 AM,Delhi,-,-,626086,10901,638028,390
12000,2021-02-23,8:00 AM,Goa,-,-,53340,787,54591,390
12001,2021-02-23,8:00 AM,Gujarat,-,-,261281,4406,267419,390
12002,2021-02-23,8:00 AM,Haryana,-,-,265920,3042,269836,390
12003,2021-02-23,8:00 AM,Himachal Pradesh,-,-,57181,995,58403,390
12004,2021-02-23,8:00 AM,Jammu and Kashmir,-,-,123236,1954,125925,390
12005,2021-02-23,8:00 AM,Jharkhand,-,-,118103,1086,119637,390
12006,2021-02-23,8:00 AM,Karnataka,-,-,930087,12299,948466,390
12007,2021-02-23,8:00 AM,Kerala,-,-,977012,4105,1036869,390
12008,2021-02-23,8:00 AM,Lakshadweep,-,-,215,0,295,390
12009,2021-02-23,8:00 AM,Ladakh,-,-,9620,130,9787,390
12010,2021-02-23,8:00 AM,Madhya Pradesh,-,-,253763,3854,259721,390
12011,2021-02-23,8:00 AM,Maharashtra,-,-,1999982,51806,2106094,390
12012,2021-02-23,8:00 AM,Manipur,-,-,28818,373,29240,390
12013,2021-02-23,8:00 AM,Meghalaya,-,-,13784,148,13954,390
12014,2021-02-23,8:00 AM,Mizoram,-,-,4379,10,4410,390
12015,2021-02-23,8:00 AM,Nagaland,-,-,12089,91,12192,390
12016,2021-02-23,8:00 AM,Odisha,-,-,334166,1914,336705,390
12017,2021-02-23,8:00 AM,Puducherry,-,-,38763,663,39600,390
12018,2021-02-23,8:00 AM,Punjab,-,-,169911,5769,178847,390
12019,2021-02-23,8:00 AM,Rajasthan,-,-,315635,2785,319626,390
12020,2021-02-23,8:00 AM,Sikkim,-,-,5948,135,6132,390
12021,2021-02-23,8:00 AM,Tamil Nadu,-,-,832167,12466,848724,390
12022,2021-02-23,8:00 AM,Telengana,-,-,294537,1627,297861,390
12023,2021-02-23,8:00 AM,Tripura,-,-,32962,391,33398,390
12024,2021-02-23,8:00 AM,Uttarakhand,-,-,94850,1689,97031,390
12025,2021-02-23,8:00 AM,Uttar Pradesh,-,-,591787,8716,602869,390
12026,2021-02-23,8:00 AM,West Bengal,-,-,560219,10251,573910,390
12027,2021-02-24,8:00 AM,Andhra Pradesh,-,-,881666,7168,889409,391
12028,2021-02-24,8:00 AM,Andaman and Nicobar Islands,-,-,4949,62,5016,391
12029,2021-02-24,8:00 AM,Arunachal Pradesh,-,-,16776,56,16836,391
12030,2021-02-24,8:00 AM,Assam,-,-,214732,1091,217427,391
12031,2021-02-24,8:00 AM,Bihar,-,-,260218,1537,262303,391
12032,2021-02-24,8:00 AM,Chandigarh,-,-,20923,350,21500,391
12033,2021-02-24,8:00 AM,Chhattisgarh,-,-,304647,3809,311433,391
12034,2021-02-24,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3398,2,3402,391
12035,2021-02-24,8:00 AM,Delhi,-,-,626261,10903,638173,391
12036,2021-02-24,8:00 AM,Goa,-,-,53381,788,54648,391
12037,2021-02-24,8:00 AM,Gujarat,-,-,261575,4406,267767,391
12038,2021-02-24,8:00 AM,Haryana,-,-,266017,3042,269967,391
12039,2021-02-24,8:00 AM,Himachal Pradesh,-,-,57210,995,58423,391
12040,2021-02-24,8:00 AM,Jammu and Kashmir,-,-,123298,1955,126019,391
12041,2021-02-24,8:00 AM,Jharkhand,-,-,118154,1086,119687,391
12042,2021-02-24,8:00 AM,Karnataka,-,-,930465,12303,948849,391
12043,2021-02-24,8:00 AM,Kerala,-,-,981835,4119,1040903,391
12044,2021-02-24,8:00 AM,Lakshadweep,-,-,236,0,316,391
12045,2021-02-24,8:00 AM,Ladakh,-,-,9621,130,9796,391
12046,2021-02-24,8:00 AM,Madhya Pradesh,-,-,253963,3855,259969,391
12047,2021-02-24,8:00 AM,Maharashtra,-,-,2005851,51857,2112312,391
12048,2021-02-24,8:00 AM,Manipur,-,-,28834,373,29243,391
12049,2021-02-24,8:00 AM,Meghalaya,-,-,13787,148,13955,391
12050,2021-02-24,8:00 AM,Mizoram,-,-,4379,10,4413,391
12051,2021-02-24,8:00 AM,Nagaland,-,-,12089,91,12192,391
12052,2021-02-24,8:00 AM,Odisha,-,-,334243,1914,336767,391
12053,2021-02-24,8:00 AM,Puducherry,-,-,38784,665,39628,391
12054,2021-02-24,8:00 AM,Punjab,-,-,170187,5779,179261,391
12055,2021-02-24,8:00 AM,Rajasthan,-,-,315722,2785,319702,391
12056,2021-02-24,8:00 AM,Sikkim,-,-,5950,135,6132,391
12057,2021-02-24,8:00 AM,Tamil Nadu,-,-,832620,12472,849166,391
12058,2021-02-24,8:00 AM,Telengana,-,-,294683,1629,310529,391
12059,2021-02-24,8:00 AM,Tripura,-,-,32962,391,33400,391
12060,2021-02-24,8:00 AM,Uttarakhand,-,-,94850,1690,97031,391
12061,2021-02-24,8:00 AM,Uttar Pradesh,-,-,591989,8718,602975,391
12062,2021-02-24,8:00 AM,West Bengal,-,-,560447,10253,574099,391
12063,2021-02-25,8:00 AM,Andhra Pradesh,-,-,881732,7168,889503,392
12064,2021-02-25,8:00 AM,Andaman and Nicobar Islands,-,-,4950,62,5016,392
12065,2021-02-25,8:00 AM,Arunachal Pradesh,-,-,16776,56,16836,392
12066,2021-02-25,8:00 AM,Assam,-,-,214757,1091,217454,392
12067,2021-02-25,8:00 AM,Bihar,-,-,260310,1538,262357,392
12068,2021-02-25,8:00 AM,Chandigarh,-,-,20940,351,21541,392
12069,2021-02-25,8:00 AM,Chhattisgarh,-,-,304956,3813,311680,392
12070,2021-02-25,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3398,2,3404,392
12071,2021-02-25,8:00 AM,Delhi,-,-,626331,10905,638373,392
12072,2021-02-25,8:00 AM,Goa,-,-,53416,789,54700,392
12073,2021-02-25,8:00 AM,Gujarat,-,-,261871,4407,268147,392
12074,2021-02-25,8:00 AM,Haryana,-,-,266099,3043,270097,392
12075,2021-02-25,8:00 AM,Himachal Pradesh,-,-,57233,995,58457,392
12076,2021-02-25,8:00 AM,Jammu and Kashmir,-,-,123367,1955,126093,392
12077,2021-02-25,8:00 AM,Jharkhand,-,-,118201,1087,119719,392
12078,2021-02-25,8:00 AM,Karnataka,-,-,930778,12309,949183,392
12079,2021-02-25,8:00 AM,Kerala,-,-,987720,4136,1045009,392
12080,2021-02-25,8:00 AM,Lakshadweep,-,-,236,0,322,392
12081,2021-02-25,8:00 AM,Ladakh,-,-,9624,130,9807,392
12082,2021-02-25,8:00 AM,Madhya Pradesh,-,-,254186,3857,260313,392
12083,2021-02-25,8:00 AM,Maharashtra,-,-,2008623,51937,2121119,392
12084,2021-02-25,8:00 AM,Manipur,-,-,28836,373,29250,392
12085,2021-02-25,8:00 AM,Meghalaya,-,-,13792,148,13958,392
12086,2021-02-25,8:00 AM,Mizoram,-,-,4380,10,4413,392
12087,2021-02-25,8:00 AM,Nagaland,-,-,12093,91,12192,392
12088,2021-02-25,8:00 AM,Odisha,-,-,334333,1914,336835,392
12089,2021-02-25,8:00 AM,Puducherry,-,-,38801,666,39656,392
12090,2021-02-25,8:00 AM,Punjab,-,-,170435,5786,179819,392
12091,2021-02-25,8:00 AM,Rajasthan,-,-,315812,2785,319801,392
12092,2021-02-25,8:00 AM,Sikkim,-,-,5950,135,6132,392
12093,2021-02-25,8:00 AM,Tamil Nadu,-,-,833089,12478,849629,392
12094,2021-02-25,8:00 AM,Telengana,-,-,294782,1630,298264,392
12095,2021-02-25,8:00 AM,Tripura,-,-,32984,391,33400,392
12096,2021-02-25,8:00 AM,Uttarakhand,-,-,94850,1690,97031,392
12097,2021-02-25,8:00 AM,Uttar Pradesh,-,-,592192,8721,603103,392
12098,2021-02-25,8:00 AM,West Bengal,-,-,560668,10256,574301,392
12099,2021-02-26,8:00 AM,Andhra Pradesh,-,-,881806,7168,889585,393
12100,2021-02-26,8:00 AM,Andaman and Nicobar Islands,-,-,4952,62,5016,393
12101,2021-02-26,8:00 AM,Arunachal Pradesh,-,-,16777,56,16836,393
12102,2021-02-26,8:00 AM,Assam,-,-,214770,1091,217484,393
12103,2021-02-26,8:00 AM,Bihar,-,-,260401,1539,262418,393
12104,2021-02-26,8:00 AM,Chandigarh,-,-,20960,351,21590,393
12105,2021-02-26,8:00 AM,Chhattisgarh,-,-,305214,3821,311900,393
12106,2021-02-26,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3398,2,3405,393
12107,2021-02-26,8:00 AM,Delhi,-,-,626519,10905,638593,393
12108,2021-02-26,8:00 AM,Goa,-,-,53449,791,54771,393
12109,2021-02-26,8:00 AM,Gujarat,-,-,262172,4408,268571,393
12110,2021-02-26,8:00 AM,Haryana,-,-,266166,3043,270263,393
12111,2021-02-26,8:00 AM,Himachal Pradesh,-,-,57260,995,58499,393
12112,2021-02-26,8:00 AM,Jammu and Kashmir,-,-,123426,1955,126201,393
12113,2021-02-26,8:00 AM,Jharkhand,-,-,118241,1087,119795,393
12114,2021-02-26,8:00 AM,Karnataka,-,-,931725,12316,949636,393
12115,2021-02-26,8:00 AM,Kerala,-,-,992372,4150,1048686,393
12116,2021-02-26,8:00 AM,Lakshadweep,-,-,244,1,331,393
12117,2021-02-26,8:00 AM,Ladakh,-,-,9628,130,9814,393
12118,2021-02-26,8:00 AM,Madhya Pradesh,-,-,254387,3859,260681,393
12119,2021-02-26,8:00 AM,Maharashtra,-,-,2012367,51993,2129821,393
12120,2021-02-26,8:00 AM,Manipur,-,-,28840,373,29253,393
